aic_LIF	aic_LIFASC	aic_LIFR	aic_LIFRASC	aic_LIFRASCAT	cre	specimen_id
-32739.6833482	-33454.4742239				Ntsr1-Cre_GN220	501566512
-33948.1906051	-33879.3241839	-33342.0055277	-33081.6952705	-33652.8785985	Vip-IRES-Cre	501570114
-35612.4381662	-35028.1389974				Sst-IRES-Cre	501730497
-31120.3410705	-34213.5040524				Vip-IRES-Cre	501736631
-33692.6763353	-33322.5296212				Rorb-IRES2-Cre-D	501848315
-33227.2446644	-32222.925742				Ctgf-2A-dgCre	501891177
-34515.5160914	-33351.15665	-34303.5085222	-34282.271891	-34297.7353544	Rorb-IRES2-Cre-D	501895840
-34873.2592601	-34635.771888	-34934.1299259	-34837.2817682	-33722.9863222	Ctgf-2A-dgCre	501940485
-36855.2411841	-35301.0210235	-36391.6652484	-35282.5692573	-35441.9059396	Rorb-IRES2-Cre-D	501951290
-33813.0661824	-33305.6132187				Ctgf-2A-dgCre	501956013
-33546.4159383	-32864.1018059				Rorb-IRES2-Cre-D	502120615
-37153.0282755	-37370.5144092				Rorb-IRES2-Cre-D	502143149
-35447.3054348	-34479.8735626				Rorb-IRES2-Cre-D	502144146
-35425.6847414	-34683.6928307	-34488.3442512	-34745.9177393	-35649.387613	Nr5a1-Cre	502193385
-36018.2979002	-36394.3481742	-35826.106812	-36363.5434919	-36664.0372642	Nr5a1-Cre	502245101
-33747.9152457	-33826.2508188				Nr5a1-Cre	502260112
-33501.1131664	-32495.9933814	-33348.688406	-33539.3041909	-33845.0011844	Nr5a1-Cre	502267531
-34313.4218969	-34263.4747002				Nr5a1-Cre	502269786
-34346.5627452	-33361.5387846				Ctgf-2A-dgCre	502366405
-34207.7048679	-34018.4288268	-34190.4646353	-34086.6329098	-34190.2885615	Sst-IRES-Cre	502382506
-37826.9140282	-37533.2775824	-36261.0636339	-37531.7185219	-38041.3224919	Rorb-IRES2-Cre-D	502574847
-33330.21728	-32577.47354				Rorb-IRES2-Cre-D	502647640
-34840.6966567	-33945.2071883				Ctgf-2A-dgCre	502665074
-33757.6114364	-33126.4856824	-33954.3914904	-33487.7158042	-33365.0714853	Cux2-CreERT2	502808270
-35724.0388958	-35478.981098				Rorb-IRES2-Cre-D	502873181
-36573.5038712	-35764.257392	-36699.9067377	-35895.8615722	-36118.207482	Rorb-IRES2-Cre-D	502887600
-33721.6528356	-33576.0149591				Nr5a1-Cre	502978383
-35348.0540408	-35221.3263228				Cux2-CreERT2	502999078
-25185.3316325	-26274.4670648				Pvalb-IRES-Cre	503254105
-33213.114367	-33236.0694445				Ntsr1-Cre_GN220	503286448
-32732.3255183	-32748.0756062				Ntsr1-Cre_GN220	503517607
-33321.1347154	-34229.4047255	-31779.5977749	-34355.4940427	-34846.6975856	Ntsr1-Cre_GN220	503814817
-32227.8252252	-35631.7374737				Htr3a-Cre_NO152	504120613
-34893.4046708	-34582.1159255	-34726.7473939	-35146.4431133	-35276.522863	Cux2-CreERT2	504567071
-34890.6504272	-35017.6149079	-34590.6171916	-35053.4068666	-35545.0098948	Sst-IRES-Cre	504608602
-33272.6962122	-32177.0210629	-33217.5678573	-32713.448948	-32552.5528213	Rorb-IRES2-Cre-D	504615116
-33581.0704008	-32859.9906884				Ctgf-2A-dgCre	504635521
-33996.5007772	-34027.436924				Cux2-CreERT2	504643398
-34723.3060308	-34250.8412565				Rorb-IRES2-Cre-D	504647603
-34245.5377898	-32990.8793358				Cux2-CreERT2	505200218
-34999.2829572	-35757.985085				Cux2-CreERT2	505202906
-34860.8737243	-34812.637287				Cux2-CreERT2	505476170
-32246.1995433	-34516.4227137				Cux2-CreERT2	505512874
-33925.3926918	-34135.4485632				Nr5a1-Cre	505808144
-35326.3877204	-33686.4596259				Scnn1a-Tg2-Cre	506777471
-33681.4774748	-33407.4759284				Rorb-IRES2-Cre-D	507100117
-35172.2962178	-34545.1365937				Rorb-IRES2-Cre-D	507121819
-34231.5793239	-34030.7090956				Scnn1a-Tg2-Cre	507770911
-32961.0947296	-33300.8241449				Ntsr1-Cre_GN220	507914933
-33950.1714202	-33697.7941156				Ntsr1-Cre_GN220	507918877
-33316.8199083	-33611.2049113				Rbp4-Cre_KL100	507996688
-33996.5218265	-34340.7764992				Ntsr1-Cre_GN220	508275137
-37525.0505439	-35952.9332989				Rbp4-Cre_KL100	508566646
-33389.9611635	-33042.2038484				Rbp4-Cre_KL100	508883033
-37566.2543011	-36557.181184				Rbp4-Cre_KL100	508887004
-34303.527309	-33893.1226398	-33707.6111099	-34237.8054693	-34297.5898575	Rbp4-Cre_KL100	508911693
-31911.0273172	-32917.5161183				Ntsr1-Cre_GN220	508980706
-30068.7600564	-31456.2894357				Ntsr1-Cre_GN220	508987256
-33928.4484845	-32799.3700446	-33523.723285	-33585.5954493	-34165.7570709	Ntsr1-Cre_GN220	509003464
-30283.9823579	-29824.9001134				Pvalb-IRES-Cre	509617624
-33083.7302955	-32666.6606033				Vip-IRES-Cre	509620929
-36858.7841112	-34870.4116624	-33906.3426316	-35819.4904802	-36128.9088513	Ctgf-2A-dgCre	509881736
-33032.8277648	-33071.7410958	-31501.2266866	-33465.5870084	-34013.7217946	Ctgf-2A-dgCre	510106222
-31645.3146422	-32743.9208194				Ctgf-2A-dgCre	510114363
-36022.3692801	-34790.1759103				Rorb-IRES2-Cre-D	510702728
-33927.0568272	-33280.0226671	-33790.69291	-34646.1774847	-34131.8948344	Ctgf-2A-dgCre	512322162
-32384.7881929	-33284.3541916				Cux2-CreERT2	513510227
-39127.0669943	-38396.6075804	-36231.115488	-38855.1580656	-39910.5409711	Cux2-CreERT2	513531471
-34955.7113925	-35163.9104298	-34176.6194846	-35513.4592725	-35677.4988741	Cux2-CreERT2	513593674
-35244.7471935	-34529.0527185	-34581.031564	-34853.0965593	-35198.7080563	Scnn1a-Tg3-Cre	513832252
-33593.4136594	-33037.7876845				Scnn1a-Tg3-Cre	513879001
-35028.8825101	-34678.4438382				Nr5a1-Cre	514530024
-35419.2237649	-33695.9894362				Nr5a1-Cre	514544971
-32360.4815321	-33442.5660164				Vip-IRES-Cre	514767977
-32548.6433637	-32310.3385054	-32111.4895179	-32956.9807443	-33174.9719301	Htr3a-Cre_NO152	514824979
-34165.9184592	-33310.9113028				Scnn1a-Tg3-Cre	515056927
-34866.8235336	-34022.9100034	-34780.494417	-34143.9627834	-34131.2177934	Scnn1a-Tg3-Cre	515059388
-36548.0161979	-35518.3920712				Scnn1a-Tg3-Cre	515199779
-34530.1697611	-33957.7296624				Scnn1a-Tg3-Cre	515202564
-34654.3549524	-33070.6910459				Rbp4-Cre_KL100	515249852
-36903.4295404	-36298.9580487				Vip-IRES-Cre	515264431
-27712.8387564	-27362.1818072	-30649.4866459	-31350.5482041	-31566.2386285	Pvalb-IRES-Cre	515305346
-36521.7983805	-34714.3675787	-36178.8120561	-34741.2924798	-36846.0677497	Rbp4-Cre_KL100	515511110
-36063.4614614	-35669.0031721				Rbp4-Cre_KL100	515524026
-35214.2820913	-33974.237147				Cux2-CreERT2	515949222
-29498.5451249	-29130.6745606				Cux2-CreERT2	516906055
-35204.2468361	-34859.2569352	-35600.4236824	-34697.9165805	-35006.8808101	Cux2-CreERT2	516916566
-31676.2562273	-32651.5963814				Ntsr1-Cre_GN220	517077548
-38935.4522318	-38173.5778006				Cux2-CreERT2	517319635
-36866.9526384	-35637.4657826				Scnn1a-Tg2-Cre	517645929
-37505.1597235	-37132.5082386				Scnn1a-Tg2-Cre	517647182
-34556.014092	-34307.5411521				Nr5a1-Cre	517752298
-33394.6348962	-32753.9848965				Rorb-IRES2-Cre-D	517753911
-34127.3322549	-34430.105105				Nr5a1-Cre	517977609
-34761.4893042	-33683.9035497				Scnn1a-Tg2-Cre	517982558
-33629.8286008	-33125.9262078	-33493.3926314	-33427.1085431	-33580.2770837	Scnn1a-Tg2-Cre	518238899
-34234.0700967	-33504.1951944	-33841.9826369	-33147.4308829	-33264.6936679	Scnn1a-Tg2-Cre	518271679
-34250.4536615	-33708.5826042				Scnn1a-Tg2-Cre	518290966
-32021.6294049	-33033.2685474				Chat-IRES-Cre-neo	518623704
-31627.2774461	-33422.1851399	-24869.4020475	-35558.4342453	-35751.2628538	Chat-IRES-Cre-neo	518750800
-33860.4648772	-34101.1333255	-33885.5914697	-34276.174856	-34377.8309749	Chat-IRES-Cre-neo	519220630
-29376.6293813	-30819.0009672	-27953.0771937	-29898.3393603	-29900.7659083	Htr3a-Cre_NO152	519517188
-35290.6511045	-35322.9225341	-35209.8376108	-34907.4199827	-35180.0936318	Htr3a-Cre_NO152	519549081
-34021.338848	-33757.3627417				Htr3a-Cre_NO152	519749342
-34218.653785	-35003.2555927				Htr3a-Cre_NO152	519751607
-33127.5762985	-33811.4467241				Vip-IRES-Cre	520347870
-33732.7626448	-32144.4853759				Cux2-CreERT2	521399472
-33256.5522278	-32769.4361162				Cux2-CreERT2	521409057
-35127.2739829	-35613.0521655				Cux2-CreERT2	521625948
-33454.3685276	-33176.8211346				Cux2-CreERT2	521938313
-33949.919311	-33142.7371989	-33912.4917043	-33902.3718724	-33802.239837	Cux2-CreERT2	521958756
-35844.1560194	-35779.1384004				Htr3a-Cre_NO152	522108467
-33110.9982724	-33198.6733022				Ntsr1-Cre_GN220	522147522
-33838.229333	-33696.6088273	-33324.7512844	-34135.5008092	-34733.0965912	Ntsr1-Cre_GN220	522152249
-33261.3846957	-33908.0950801				Htr3a-Cre_NO152	522257166
-33083.9152875	-33653.5517261				Htr3a-Cre_NO152	522408506
-32533.2349816	-33150.9598788				Vip-IRES-Cre	522418855
-34581.7527429	-33495.5234477	-35192.3080109	-33050.755477	-33593.4709022	Ctgf-2A-dgCre	522723828
-32096.2779202	-31983.2854578	-31913.3648668	-31996.9587575	-32600.4023764	Vip-IRES-Cre	523205934
-33651.2551209	-33656.3396777				Vip-IRES-Cre	523478821
-32793.2336737	-34600.6287365				Vip-IRES-Cre	523478869
-33602.5160947	-34574.8220479				Vip-IRES-Cre	524689239
-33362.0907292	-33596.1155431	-33561.1938706	-33515.7623129	-33663.7560829	Vip-IRES-Cre	524693113
-37801.6565183	-37190.7197456				Chrna2-Cre_OE25	524850271
-34001.0697919	-34544.329629	-34374.0193422	-34721.9418794	-35429.4953555	Vip-IRES-Cre	524876305
-31943.6346383	-33779.5594274				Ndnf-IRES2-dgCre	526531616
-32773.1056484	-33149.805079				Ndnf-IRES2-dgCre	526801742
-32688.9897843	-34209.9914761				Ndnf-IRES2-dgCre	526939383
-32261.3137063	-33083.5580442				Ndnf-IRES2-dgCre	526943222
-32989.9720237	-33543.9307144				Ctgf-2A-dgCre	526946319
-34427.7552118	-35078.7349732				Ctgf-2A-dgCre	526950199
-33613.7765507	-32797.7060298				Ctgf-2A-dgCre	526951157
-32271.1920022	-33800.371436				Ndnf-IRES2-dgCre	527089085
-28862.5220358	-32819.1242872				Ndnf-IRES2-dgCre	527095729
-33315.3983692	-32430.5313993	-29683.3205574	-34864.9459221	-34761.3399634	Ndnf-IRES2-dgCre	527464013
-32577.5333268	-33249.0731381	-30297.9508337	-34340.0989374	-34304.3574732	Ndnf-IRES2-dgCre	527579814
-31928.923391	-33521.4877239	-30985.2401245	-33805.0956891	-33832.4363633	Ndnf-IRES2-dgCre	527869035
-34358.6376234	-34123.2566398	-34741.5349908	-34115.1394	-34163.4538524	Ctgf-2A-dgCre	528501887
-36578.7137654	-36712.9034428				Ctgf-2A-dgCre	530204927
-31401.6940715	-33287.6882948	-31219.565382	-33376.061488	-33308.7184481	Ndnf-IRES2-dgCre	530235049
-35527.6283009	-34479.7126395				Ctgf-2A-dgCre	530349764
-33690.7335771	-34220.4224217				Vip-IRES-Cre	531121585
-33881.6615526	-33870.6316637				Chat-IRES-Cre-neo	531342116
-33228.1234717	-33019.6450222	-33428.0215376	-32530.3780573	-33123.7051754	Ctgf-2A-dgCre	532355382
-33625.5197148	-33075.7912914				Ctgf-2A-dgCre	532571720
-33103.2341729	-34334.7360178				Sst-IRES-Cre	534141324
-34612.7309293	-33851.3943574				Ctgf-2A-dgCre	534524026
-32895.124001	-31940.2549759				Vip-IRES-Cre	535728342
-32090.2080284	-32649.4358012				Ntsr1-Cre_GN220	539742766
-31074.1390642	-32076.1350692				Chat-IRES-Cre-neo	553219924
-32219.0455122	-33371.7191972				Chat-IRES-Cre-neo	553541110
-33161.740431	-32583.1933834				Nkx2-1-CreERT2	554807988
-37372.1331937	-36895.0685156				Chrna2-Cre_OE25	555060623
-35476.7722732	-35905.771143				Chrna2-Cre_OE25	555251867
-35686.2525604	-35703.4602936				Chrna2-Cre_OE25	555263276
-38104.5939566	-37571.9993051	-38441.6670622	-37906.0446053	-37897.2081963	Chrna2-Cre_OE25	555898896
-34593.7094162	-34157.1780786				Chrna2-Cre_OE25	556356342
-38645.8557322	-37153.9938093				Chrna2-Cre_OE25	556363725
-39684.7216202	-39472.6202197	-40084.7400838	-39681.0745417	-40829.6860262	Chrna2-Cre_OE25	556369531
-32054.5598109	-33865.1878396				Chat-IRES-Cre-neo	556968207
-33132.312479	-33836.1988418				Chat-IRES-Cre-neo	557261437
-33312.2588038	-33632.2782075				Chat-IRES-Cre-neo	560889670
-34160.9346464	-34548.3008424				Chat-IRES-Cre-neo	560924223
-31559.6579956	-31333.1704914				Nkx2-1-CreERT2	561325425
-33429.9246193	-33970.8426922				Nkx2-1-CreERT2	561329890
-31554.0997383	-30227.9017208				Nkx2-1-CreERT2	561517025
-32160.635733	-33320.4085122	-29360.5534723	-33088.5926464	-33084.2695934	Nkx2-1-CreERT2	561519381
-33583.3961049	-34361.1970706				Nkx2-1-CreERT2	561520050
-32708.8516424	-33155.2122768	-31526.222672	-33661.5107761	-34226.1686077	Vip-IRES-Cre	561934585
-34487.7395889	-32432.7082934				Chrna2-Cre_OE25	562381417
-34526.8275465	-35692.909549				Chrna2-Cre_OE25	562385794
-33907.7482016	-33998.3910026	-33697.6425261	-34818.2028871	-34877.027081	Vip-IRES-Cre	562535995
-32411.4188283	-33022.2722017				Nkx2-1-CreERT2	563373346
-32081.8727324	-34354.6535855				Nkx2-1-CreERT2	563380422
-31858.2082101	-32242.9820751				Chat-IRES-Cre-neo	563535101
-33101.1151922	-31332.4326809				Nkx2-1-CreERT2	563620254
-34734.6354986	-34900.5967756	-34741.8415655	-34923.2146991	-35240.7654002	Ndnf-IRES2-dgCre	564346637
-36351.9150044	-35370.5870682	-35255.6095642	-35822.8577912	-35930.6503842	Ndnf-IRES2-dgCre	565778331
-33641.8182612	-33433.0275598				Nkx2-1-CreERT2	566304697
-27408.608325	-26451.223469	-28401.090988	-27618.9414374	-27336.5796919	Nkx2-1-CreERT2	566305266
-33944.0118985	-34738.859089				Chrna2-Cre_OE25	566460800
-33883.628392	-32591.8941467	-33598.8322263	-32973.2898748	-33249.1127292	Chrna2-Cre_OE25	566463606
-35026.4716809	-35247.7174777				Chrna2-Cre_OE25	566466395
-35971.7685086	-34926.8617706				Chrna2-Cre_OE25	566517779
-33899.321143	-33232.3021877				Nkx2-1-CreERT2	566541912
-32052.6996224	-33261.6768862				Nkx2-1-CreERT2	566559909
-32945.259704	-32470.6032823	-31774.1188297	-32950.2879837	-32967.8956919	Nkx2-1-CreERT2	566563603
-31829.9519255	-32008.3954196	-31764.4835604	-31950.3929398	-32409.7813721	Chrna2-Cre_OE25	566671538
-32263.83272	-32092.6375201				Nkx2-1-CreERT2	566673170
-32330.4881705	-33456.8571772				Nkx2-1-CreERT2	566760952
-33237.3703878	-32899.317633	-33304.2512947	-33519.1108963	-33422.6528008	Chrna2-Cre_OE25	566761793
-35901.3197162	-34588.8080494				Chrna2-Cre_OE25	566991946
-37767.2949823	-36633.7075941				Nkx2-1-CreERT2	567029686
-33496.5242998	-33589.5057742	-33688.1765298	-34399.6338124	-34625.9871934	Chrna2-Cre_OE25	567266985
-36796.8450649	-36860.2279069				Chrna2-Cre_OE25	567320213
-34815.7604564	-35037.6396626	-34614.4432609	-35232.9645724	-35010.0390807	Chrna2-Cre_OE25	567354967
-34384.2936578	-33941.0702004	-33805.1861187	-33746.7422266	-33813.9353924	Chrna2-Cre_OE25	567399060
-37585.8345094	-37446.0088851				Chrna2-Cre_OE25	569469018
-38687.7078609	-37430.2839687	-38203.0772963	-37457.0557612	-37925.1672066	Chrna2-Cre_OE25	569477234
-31246.7169871	-31568.2198985	-27173.5569775	-32524.9700411	-32513.6034036	Ndnf-IRES2-dgCre	569623233
-34137.1741359	-34494.2750482				Chrna2-Cre_OE25	569653118
-34157.5891911	-33155.1202225				Chrna2-Cre_OE25	569664731
-36889.6477862	-36854.4331953				Chrna2-Cre_OE25	569670455
-35751.3720714	-34155.7651792				Chrna2-Cre_OE25	569730838
-34450.5589579	-34267.5034195				Chrna2-Cre_OE25	569739534
-33147.6130576	-32477.0988031	-32776.4521269	-32846.1835361	-33078.9759785	Vip-IRES-Cre	569810649
-35359.0141447	-35104.2368479				Chrna2-Cre_OE25	570010469
-33297.6607654	-33734.5421478				Chat-IRES-Cre-neo	570280138
-33429.8846147	-33883.7286166				Chat-IRES-Cre-neo	570438732
-35537.3822485	-34983.6601452				Chat-IRES-Cre-neo	570459682
-33683.0481102	-33619.3147166	-33546.3668869	-33557.0303324	-33630.9333826	Vip-IRES-Cre	570924514
-35140.8217058	-34307.4639666				Chrna2-Cre_OE25	573105010
-32196.3625443	-32581.6038258				Chat-IRES-Cre-neo	575774870
-30456.5023049	-31688.0287193				Chat-IRES-Cre-neo	577218818
-33795.7139085	-33682.8014776	-33748.7997975	-34400.4766737	-34999.4273775	Chat-IRES-Cre-neo	577369606
-32811.4270544	-33351.8989292				Chat-IRES-Cre-neo	578774163
-32639.6228765	-34485.9103968	-31406.447468	-35359.0634017	-35626.6031069	Ndnf-IRES2-dgCre	579611597
-33901.9103661	-33983.0538857	-32485.8332399	-33845.6073054	-34392.0316391	Ndnf-IRES2-dgCre	579981789
-32338.5026525	-33560.6194515	-30922.6069943	-33652.8740291	-33682.4197735	Nkx2-1-CreERT2	580537822
-33910.3377128	-32557.6001823	-35452.6840047	-33768.2005173	-33868.9141457	Chrna2-Cre_OE25	580895033
-32247.0572789	-30126.6478715				Nkx2-1-CreERT2	581020172
-31608.6575549	-31380.188905	-31906.8201442	-34455.9458011	-34506.3028329	Nkx2-1-CreERT2	581058351
-31149.4002355	-33476.5487092				Nkx2-1-CreERT2	581058864
-32582.3953467	-32874.1154887	-32381.7774652	-33151.6912487	-33293.5435441	Nkx2-1-CreERT2	581138223
-32740.6608852	-33793.7750283				Nkx2-1-CreERT2	581153862
